archivo_origen,periodo,indicador,estado,detalle,hoja,celda,candidatos
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_04.xlsx,2024-04,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_04.xlsx,2024-04,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_06.xlsx,2024-06,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_06.xlsx,2024-06,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_06.xlsx,2024-06,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_06.xlsx,2024-06,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_07.xlsx,2024-07,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_07.xlsx,2024-07,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_07.xlsx,2024-07,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_07.xlsx,2024-07,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_08.xlsx,2024-08,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_08.xlsx,2024-08,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_08.xlsx,2024-08,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_08.xlsx,2024-08,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_09.xlsx,2024-09,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_09.xlsx,2024-09,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_09.xlsx,2024-09,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_09.xlsx,2024-09,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_10.xlsx,2024-10,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_10.xlsx,2024-10,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_10.xlsx,2024-10,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_10.xlsx,2024-10,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_11.xlsx,2024-11,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_11.xlsx,2024-11,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_11.xlsx,2024-11,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_11.xlsx,2024-11,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_12.xlsx,2024-12,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_12.xlsx,2024-12,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_12.xlsx,2024-12,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2024_12.xlsx,2024-12,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_01.xlsx,2025-01,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_01.xlsx,2025-01,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_01.xlsx,2025-01,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_01.xlsx,2025-01,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_02.xlsx,2025-02,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_02.xlsx,2025-02,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_02.xlsx,2025-02,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_02.xlsx,2025-02,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_03.xlsx,2025-03,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_03.xlsx,2025-03,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_03.xlsx,2025-03,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_03.xlsx,2025-03,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_04.xlsx,2025-04,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_04.xlsx,2025-04,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_04.xlsx,2025-04,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_04.xlsx,2025-04,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_05.xlsx,2025-05,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_05.xlsx,2025-05,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_05.xlsx,2025-05,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_05.xlsx,2025-05,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_06.xlsx,2025-06,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_06.xlsx,2025-06,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_06.xlsx,2025-06,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_06.xlsx,2025-06,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_07.xlsx,2025-07,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_07.xlsx,2025-07,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_07.xlsx,2025-07,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_07.xlsx,2025-07,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 23, 23), ('B47', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_08.xlsx,2025-08,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B27,"[('B27', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_08.xlsx,2025-08,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B80,"[('B80', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_08.xlsx,2025-08,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_08.xlsx,2025-08,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_09.xlsx,2025-09,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B27,"[('B27', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_09.xlsx,2025-09,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B80,"[('B80', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_09.xlsx,2025-09,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_09.xlsx,2025-09,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_10.xlsx,2025-10,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B27,"[('B27', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_10.xlsx,2025-10,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B80,"[('B80', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_10.xlsx,2025-10,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_10.xlsx,2025-10,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_12.xlsx,2025-12,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B27,"[('B27', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_12.xlsx,2025-12,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B80,"[('B80', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_12.xlsx,2025-12,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_12.xlsx,2025-12,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_11.xlsx,2025-11,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B27,"[('B27', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_11.xlsx,2025-11,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B80,"[('B80', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_11.xlsx,2025-11,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2025_11.xlsx,2025-11,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2026_01.xlsx,2026-01,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B27,"[('B27', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2026_01.xlsx,2026-01,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B80,"[('B80', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2026_01.xlsx,2026-01,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2026_01.xlsx,2026-01,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2026_02.xlsx,2026-02,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B27,"[('B27', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2026_02.xlsx,2026-02,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B80,"[('B80', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2026_02.xlsx,2026-02,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2026_02.xlsx,2026-02,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,2026-03,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B27,"[('B27', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,2026-03,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B80,"[('B80', 23, 23)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,2026-03,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\FINANCIERO MENSUAL BANCA PRIVADA 2026_03.xlsx,2026-03,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B48,"[('B48', 23, 23), ('B42', 0, 0)]"
00_datos_crudos\Mensual_BancaPrivada_mar22.xlsx,2022-03,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 24, 24)]"
00_datos_crudos\Mensual_BancaPrivada_mar22.xlsx,2022-03,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 24, 24)]"
00_datos_crudos\Mensual_BancaPrivada_mar22.xlsx,2022-03,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\Mensual_BancaPrivada_mar22.xlsx,2022-03,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\Mensual_BancaPrivada_dic21.xlsx,2021-12,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 24, 24)]"
00_datos_crudos\Mensual_BancaPrivada_dic21.xlsx,2021-12,solvencia_proxy,fallback_nombre_usado,No se encontró una fila útil por IF112; se usó el nombre del Índice de Capitalización Neto FK/FI.,INDICADORES,B88,"[('B88', 24, 24)]"
00_datos_crudos\Mensual_BancaPrivada_dic21.xlsx,2021-12,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\Mensual_BancaPrivada_dic21.xlsx,2021-12,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\MENSUAL_BANCA_PRIVADA 2021_11.xlsx,2021-11,morosidad,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B29,"[('B29', 24, 24)]"
00_datos_crudos\MENSUAL_BANCA_PRIVADA 2021_11.xlsx,2021-11,solvencia_proxy,componente_fk_no_encontrado,No se encontró una fila útil para el componente fk.,INDICADORES,,[]
00_datos_crudos\MENSUAL_BANCA_PRIVADA 2021_11.xlsx,2021-11,solvencia_proxy,fallback_fi_nombre_usado,No se encontró una fila útil por código para fi; se usó búsqueda textual por nombre/variantes.,INDICADORES,,"[('B87', 24, 24)]"
00_datos_crudos\MENSUAL_BANCA_PRIVADA 2021_11.xlsx,2021-11,solvencia_proxy,solvencia_proxy_no_encontrada,No se encontró IF112 ni nombre directo útil. Tampoco fue posible calcular con FK/FI porque falta uno o ambos componentes.,INDICADORES,,[]
00_datos_crudos\MENSUAL_BANCA_PRIVADA 2021_11.xlsx,2021-11,roe,fallback_nombre_usado,No se encontró una fila útil por código; se usó búsqueda textual por nombre/variantes.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\MENSUAL_BANCA_PRIVADA 2021_11.xlsx,2021-11,roe,duplicado_nombre_resuelto,Se encontraron 2 coincidencias por nombre; se usó la fila con más valores.,INDICADORES,B53,"[('B53', 24, 24), ('B47', 0, 0)]"
00_datos_crudos\MENSUAL_BANCA_PRIVADA 2021_11.xlsx,2021-11,solvencia_proxy,indicador_financiero_no_encontrado_final,No se encontró por código ni por nombre/variantes en las hojas revisadas.,INDICADORES,,
